2	9999	176	1	9999	8500
38953	9.299699	-75.297293	1	12	1
38999	9.32473	-75.263442	1	215	1
38999	9.34954	-75.269841	1	6	1
38985	9.280242	-75.290612	1	229	1
38999	9.307622	-75.25055	1	120	1
39010	9.309542	-75.337066	1	40	1
39001	9.352301	-75.26109	1	22	1
38994	9.291184	-75.33049	1	0	1
39001	9.339552	-75.248916	1	7	1
39001	9.362452	-75.270958	1	8	1
38994	9.293808	-75.336268	1	37	1
38985	9.278872	-75.260027	1	113	1
39010	9.344361	-75.339083	1	821	1
39006	9.363812	-75.261901	1	9	1
38989	9.280891	-75.334653	1	2	1
39006	9.371624	-75.263833	1	10	1
38967	9.261253	-75.259485	1	10	1
38955	9.38301	-75.324739	1	109	1
38948	9.296985	-75.362029	1	122	1
39014	9.375395	-75.240592	1	328	1
38969	9.255167	-75.250329	1	13	1
38952	9.295567	-75.204861	1	34	1
38989	9.255917	-75.361424	1	324	1
38969	9.226891	-75.300254	1	1214	1
38969	9.237549	-75.339573	1	49	1
39015	9.413879	-75.315048	1	57	1
39012	9.398673	-75.356803	1	191	1
39014	9.316823	-75.185494	1	196	1
39007	9.376316	-75.386541	1	4	1
38950	9.428812	-75.302979	1	22	1
39007	9.37539	-75.39054	1	7	1
38957	9.224228	-75.228345	1	290	1
39002	9.355475	-75.403623	1	69	1
39010	9.324002	-75.410066	1	1046	1
38969	9.205225	-75.323592	1	74	1
38978	9.262574	-75.400631	1	150	1
39014	9.290189	-75.173107	1	124	1
39018	9.438472	-75.335004	1	180	1
39017	9.44646	-75.30092	1	14	1
38857	9.426966	-75.364542	1	11	1
39019	9.367037	-75.16955	1	463	1
38949	9.306525	-75.159512	1	23	1
39003	9.361382	-75.422837	1	34	1
39019	9.42006	-75.200795	1	995	1
38973	9.268411	-75.162531	1	5	1
39021	9.458359	-75.30964	1	24	1
38928	9.181355	-75.255827	1	57	1
39013	9.462085	-75.291738	1	29	1
38927	9.177635	-75.269201	1	14	1
38976	9.269865	-75.43244	1	61	1
38957	9.197677	-75.201023	1	2	1
38965	9.255514	-75.433412	1	17	1
39022	9.475722	-75.272376	1	5	1
38634	9.421632	-75.417333	1	5	1
39028	9.479179	-75.302704	1	1	1
39028	9.4818	-75.287337	1	55	1
38954	9.481722	-75.30819	1	9	1
38984	9.343857	-75.128223	1	15	1
39038	9.452434	-75.391596	1	277	1
38954	9.484376	-75.299037	1	1	1
38987	9.485696	-75.262873	1	10	1
37716	9.489644	-75.277648	1	6	1
39066	9.489585	-75.327678	1	326	1
39000	9.359026	-75.467286	1	8	1
39062	9.488741	-75.242426	1	3	1
39038	9.479211	-75.371366	1	463	1
38945	9.242043	-75.129603	1	16	1
39020	9.457412	-75.418408	1	14	1
38933	9.226897	-75.129334	1	9	1
38957	9.153912	-75.199923	1	747	1
38993	9.296179	-75.1014	1	10	1
38979	9.417409	-75.460149	1	70	1
38932	9.208008	-75.132137	1	61	1
39042	9.511112	-75.346779	1	87	1
39005	9.368705	-75.489669	1	11	1
39025	9.484247	-75.410207	1	24	1
37810	9.523176	-75.268704	1	5	1
39035	9.492853	-75.407302	1	6	1
38926	9.159181	-75.158838	1	103	1
39035	9.500543	-75.395939	1	14	1
39066	9.527992	-75.28095	1	1	1
39062	9.520991	-75.236592	1	208	1
39019	9.267633	-75.086665	1	1544	1
39024	9.480081	-75.144647	1	81	1
39032	9.534739	-75.259496	1	31	1
38970	9.479734	-75.443365	1	9	1
38937	9.161714	-75.134797	1	6	1
38960	9.256217	-75.077534	1	12	1
39040	9.531644	-75.357802	1	42	1
38929	9.191977	-75.104218	1	5	1
38972	9.262997	-75.068865	1	22	1
38919	9.132461	-75.15922	1	3	1
38919	9.133798	-75.155879	1	1	1
39019	9.447026	-75.098772	1	259	1
38947	9.213501	-75.08448	1	446	1
38937	9.15965	-75.122424	1	39	1
39026	9.488992	-75.458791	1	7	1
38920	9.132538	-75.144292	1	7	1
38920	9.128643	-75.146757	1	5	1
37581	9.143649	-75.126099	1	11	1
38977	9.276753	-75.050662	1	14	1
39033	9.452322	-75.506297	1	90	1
38974	9.272252	-75.039661	1	9	1
38918	9.125472	-75.123615	1	14	1
38934	9.217905	-75.049143	1	66	1
38818	9.115239	-75.117914	1	5	1
38931	9.129203	-75.099726	1	199	1
39011	9.381212	-75.568759	1	125	1
39011	9.398448	-75.579151	1	0	1
38926	9.316337	-74.995425	1	0	1
38924	9.150627	-75.04924	1	15	1
38971	9.230871	-75.003467	1	717	1
38971	9.192262	-75.000432	1	160	1
38997	9.296319	-74.965923	1	581	1
38931	9.095312	-75.053595	1	211	1
38931	9.073222	-75.060425	1	319	1
38947	9.116162	-75.020659	1	801	1
38997	9.238133	-74.950343	1	3	1
38913	9.124148	-75.000509	1	11	1
38925	9.217879	-74.95088	1	10	1
38997	9.277887	-74.934606	1	26	1
38873	9.110255	-74.999999	1	9	1
38943	9.223047	-74.940013	1	53	1
38925	9.207622	-74.944038	1	7	1
38943	9.231404	-74.921323	1	95	1
38910	9.104941	-74.966549	1	100	1
38943	9.196299	-74.919185	1	47	1
56046	9.257532	-74.901294	1	37	1
56039	9.21082	-74.907333	1	6	1
56040	9.230192	-74.897841	1	9	1
38916	9.125367	-74.935227	1	23	1
38923	9.146394	-74.923252	1	18	1
56035	9.183391	-74.905595	1	1	1
56035	9.187154	-74.903323	1	2	1
55691	9.197502	-74.897968	1	13	1
38922	9.13628	-74.915461	1	6	1
56032	9.184711	-74.894799	1	7	1
38786	9.137556	-74.908231	1	6	1
56038	9.186968	-74.884029	1	18	1
56045	9.226218	-74.869612	1	338	1
56024	9.158637	-74.890751	1	0	1
38893	9.071093	-74.939012	1	5	1
56029	9.168639	-74.882543	1	22	1
38899	9.076196	-74.918218	1	80	1
56021	9.156221	-74.874292	1	0	1
56031	9.176055	-74.864665	1	13	1
38941	9.148361	-74.86817	1	9	1
38941	9.101309	-74.890089	1	22	1
56036	9.189535	-74.849053	1	10	1
38921	9.137248	-74.859802	1	0	1
56020	9.140146	-74.857276	1	14	1
56037	9.192706	-74.832477	1	33	1
56026	9.153168	-74.842297	1	53	1
55980	9.134229	-74.846271	1	6	1
38917	9.118654	-74.852086	1	39	1
38917	9.121818	-74.848949	1	7	1
56020	9.119514	-74.846869	1	0	1
